name,price,sex,jewel_type,brand,material,color,jewel_weight,rocks,rock_details,dimensions,chain_carat,chain_length,diameter
Δαχτυλίδι με φίλντισι,750,Women,Ring,Haritidis,Gold 14ct.,Gold,8.6,MOP,,20.5 x 17 mm,,,
Κολιέ μονόπετρο με διαμάντι,410,Women,Necklaces,Haritidis,Gold 18ct.,White,1.4,Diamond,Diamond 0.08ct,3.6 x 3.6 mm,,,
Κολιέ μονόπετρο με διαμάντι,320,Women,Necklaces,Haritidis,Gold 18ct.,White,1.9,Diamond,Diamond 0.06ct,,,,5.0
Κολιέ με διαμάντια,810,Women,Necklaces,Haritidis,Gold 18ct.,White,2.4,Diamond,Diamond 0.64ct,8.4 x 7.4 mm,,,
Κολιέ με διαμάντια,740,Women,Necklaces,Haritidis,Gold 18ct.,White,3.0,Diamond,Diamond 0.13ct & Black Diamond 0.35ct,11.5 x 11.3 mm,,,
Κολιέ μονόπετρο με διαμάντι,570,Women,Necklaces,Haritidis,Gold 18ct.,White,3.1,Diamond,Diamond 0.1ct,14.2 x 5.5 mm,,,
Κολιέ με διαμάντια,820,Women,Necklaces,Haritidis,Gold 18ct.,White,2.6,Diamond,Diamond 0.19 & Diamond 0.07,,,,
Κολιέ μονόπετρο με διαμάντι,535,Women,Necklaces,Haritidis,Gold 18ct.,White,4.0,Diamond,Diamond 0.17ct,,,,8.0
Σκουλαρίκια με διαμάντια,1907,Women,Earrings,Haritidis,Gold 18ct.,White,2.3,Diamond,Diamond 0.28ct & Diamond 0.11ct,,,,
Σκουλαρίκια με διαμάντια,950,Women,Earrings,Haritidis,Gold 18ct.,White,4.2,Diamond,Diamond 0.07ct & Diamond 0.17ct,,,,7.0
Σκουλαρίκια με διαμάντια,2200,Women,Earrings,Haritidis,Gold 18ct.,White,4.0,Diamond,Diamond 0.68ct,,,,9.0
Σκουλαρίκια δάκρυ,660,Women,Earrings,Haritidis,Gold 18ct.,White,3.4,Diamond,Diamond 0.19ct,8 x 5.5 mm,,,
Σκουλαρίκια μονόπετρα,590,Women,Earrings,Haritidis,Gold 18ct.,White,1.1,Diamond,Diamond 0.27ct,3.3 x 3.3 mm,,,
Σκουλαρίκια μονόπετρα,1380,Women,Earrings,Haritidis,Gold 18ct.,White,2.1,Diamond,Diamond 0.18ct the each,,,,5.0
Σκουλαρίκια μονόπετρα,1100,Women,Earrings,Haritidis,Gold 18ct.,White,2.0,Diamond,Diamond 0.18ct the each,3.6 x 3.6 mm,,,
Σκουλαρίκια μονόπετρα,990,Women,Earrings,Haritidis,Gold 18ct.,White,1.2,Diamond,Diamond 0.18ct the each,3.8 x 3.8 mm,,,
Σκουλαρίκια μονόπετρα,710,Women,Earrings,Haritidis,Gold 18ct.,White,3.1,Diamond,Diamond 0.21ct,3.8 x 3.8 mm,,,
Σκουλαρίκια μονόπετρα,620,Women,Earrings,Haritidis,Gold 18ct.,White,1.9,Diamond,Diamond 0.19ct,,,,6.0
Δαχτυλίδι μονόπετρο,2500,Women,Ring,Haritidis,Gold 18ct.,White,3.3,Diamond,Diamond 0.57ct & Diamond 0.21ct,,,,
Δαχτυλίδι μονόπετρο,1650,Women,Ring,Haritidis,Gold 18ct.,White,4.2,Diamond,Diamond 0.28ct & Diamond 0.11ct,,,,
Δαχτυλίδι μονόπετρο,780,Women,Ring,Haritidis,Gold 18ct.,White,3.2,Diamond,Diamond 0.17ct,,,,
Δαχτυλίδι μονόπετρο,1200,Women,Ring,Haritidis,Gold 18ct.,White,3.0,Diamond,Diamond 0.19ct & Diamond 0.08ct,,,,
Παιδική παραμάνα,73,Children,Safety pins,Haritidis,Gold 14ct.,White,1.2,,,30mm,,,
Παιδική παραμάνα,101,Children,Safety pins,Haritidis,Gold 14ct.,White,1.7000000000000002,,,30mm,,,
Παιδική παραμάνα,105,Children,Safety pins,Haritidis,Gold 14ct.,White,1.2,,,22mm,,,
Παιδική παραμάνα,89,Children,Safety pins,Haritidis,Gold 14ct.,White,1.5,,,25mm,,,
Παιδική παραμάνα,120,Children,Safety pins,Haritidis,Gold 14ct.,White,1.6,,,32mm,,,
Παιδική παραμάνα,67,Children,Safety pins,Haritidis,Gold 14ct.,White,1.1,,,23mm,,,
Παιδική παραμάνα,119,Children,Safety pins,Haritidis,Gold 14ct.,White,2.0,,,30mm,,,
Δαχτυλίδι σειρέ διπλό,880,Women,Ring,Haritidis,Gold 18ct.,White & Rose,2.5,Diamond,Diamond 0.22ct,,,,
Δαχτυλίδι με τουρμαλίνη,920,Women,Ring,Haritidis,Gold 18ct.,White,2.6,"Diamond, Tourmaline",Tourmaline & Diamond 0.08ct,,,,
Μονόπετρο Δαχτυλίδι,1150,Women,Ring,Haritidis,Gold 18ct.,White,4.1,Diamond,Diamond 0.22ct,,,,
Μονόπετρο Δαχτυλίδι,1650,Women,Ring,Haritidis,Gold 18ct.,White,3.8,Diamond,Diamond 0.35ct. VS2 F,,,,
Μονόπετρο Δαχτυλίδι,1500,Women,Ring,Haritidis,Gold 18ct.,White,3.0,Diamond,Diamond 0.23ct & Diamond 0.3ct,,,,
Μονόπετρο Δαχτυλίδι,1170,Women,Ring,Haritidis,Gold 18ct.,White,3.3,Diamond,Diamond 0.23ct. VS2 I,,,,
Μονόπετρο Δαχτυλίδι,2030,Women,Ring,Haritidis,Gold 18ct.,White,3.0,Diamond,Diamond 0.31ct. VVS1 F,,,,
Δαχτυλίδι ολόβερο,700,Women,Ring,Haritidis,Gold 18ct.,White,3.5,,Rodolite 3.04ct,,,,
Μονόπετρο Δαχτυλίδι,3500,Women,Ring,Haritidis,Gold 18ct.,White,4.2,Diamond,Diamond 0.5ct,,,,
Μονόπετρο Δαχτυλίδι,1820,Women,Ring,Haritidis,Gold 18ct.,White,3.5,Diamond,Diamond 0.37ct & Diamond 0.21ct,,,,
Μονόπετρο Δαχτυλίδι,1690,Women,Ring,Haritidis,Gold 18ct.,White,4.6,Diamond,Diamond 0.315ct,,,,
Δαχτυλίδι μισόβερο,1050,Women,Ring,Haritidis,Gold 18ct.,White,4.2,Diamond,Diamond 0.5ct,,,,
Μονόπετρο Δαχτυλίδι,2170,Women,Ring,Haritidis,Gold 18ct.,White,5.2,Diamond,Diamond 0.25ct & Diamond 0.16ct,,,,
Δαχτυλίδι με Ιολίτη,1150,Women,Ring,Haritidis,Gold 18ct.,Rose,3.1,"Diamond, Iolite",Ιολίτης: 8 x 8mm,,,,
Βραχιόλι πεταλούδα,125,Women,Bracelet,Haritidis,Gold 14ct.,Rose,1.3,,,,,,
Βραχιόλι πεταλούδα,95,Women,Bracelet,Haritidis,Gold 14ct.,White,1.0,,,,,,
Βραχιόλι λουλούδι,115,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.1,,,,,,
Βραχιόλι λουλούδι,120,Women,Bracelet,Haritidis,Gold 14ct.,White,1.1,,,,,,
Βραχιόλι πέταλο,115,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.0,,,,,,
Βραχιόλι σταυρός,145,Women,Bracelet,Haritidis,Gold 14ct.,White,1.3,,,,,,
Βραχιόλι σταυρός,115,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.0,,,,,,
Βραχιόλι σταυρός,95,Women,Bracelet,Haritidis,Gold 14ct.,White,1.0,,,,,,
Βραχιόλι κορώνα,140,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.4,,,,,,
Βραχιόλι κορώνα,105,Women,Bracelet,Haritidis,Gold 14ct.,White,1.1,,,,,,
Βραχιόλι καρδιά,115,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.1,,,,,,
Βραχιόλι καρδιά,105,Women,Bracelet,Haritidis,Gold 14ct.,White,1.0,,,,,,
Βραχιόλι καρδιά,150,Women,Bracelet,Haritidis,Gold 14ct.,White,1.5,,,,,,
Kολιέ καρδιές,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2.1,,,6.6 x 5.4 mm (each heart),,40.0,
Kολιέ καρδιές,195,Women,Necklaces,Haritidis,Gold 14ct.,White,2.0,,,6.6 x 5.4 mm (each heart),,40.0,
Kολιέ καρδιές,215,Women,Necklaces,Haritidis,Gold 14ct.,"White, Gold & Rose",2.0,,,6.6 x 5.4 mm (each heart),,40.0,
Kολιέ διπλός κύβος,160,Women,Necklaces,Haritidis,Gold 14ct.,White & Gold,1.7000000000000002,,,4.8 x 4.8 mm,,40.0,
Σταυρός γυναικείος,180,Women,Cross,Haritidis,Gold 14ct.,Gold,2.2,,,17.6 x 17.6 mm,14.0,45.0,
Γυναικείος σταυρός,180,Women,Cross,Haritidis,Gold 14ct.,Gold,2.0,,,17 x 17 mm,14.0,42.0,
Κολιέ σταυρός,147,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2.4,,,11.3 x 8.4 mm,,42.0,
Σταυρός με διαμάντια,780,Women,Cross,Haritidis,Gold 18ct.,White & Rose,3.7,Diamond,Diamond 0.12ct & Diamond 0.03ct,,18.0,45.0,
Κολιέ σταυρός-μάτι,175,Women,Necklaces,Haritidis,Gold 14ct.,White,1.9,,,11.3 x 5.7 mm,,42.0,
Στέφανα Γάμου,140,,,Haritidis,Silver,White,,Pearl,Pearl 3.5 mm,,,,
Δαχτυλίδι στριφτό,75,Women,Ring,Haritidis,Gold 14ct.,Gold,,,,,,,
Στέφανα Γάμου,140,,,Haritidis,Silver,White,,Pearl,Pearl 3.5 mm,,,,
Κολιέ κορδέλα,220,Women,Necklaces,Haritidis,Gold 14ct.,White,2.6,,,15.2 x 4.8 mm,,40.0,
Δαχτυλίδι με διαμάντια,570,Women,Ring,Haritidis,Gold 18ct.,White,,Diamond,Diamond 0.05ct,,,,
Σταυρός γυναικείος,400,Women,Cross,Haritidis,Gold 14ct.,White,3.8,,,28 x 20mm,14.0,45.0,
Half-Eternity Ring,450,Women,Ring,Haritidis,Gold 18ct.,Gold,1.2,Diamond,Diamond 0.12ct,,,,
Δαχτυλίδι με μπλε τοπαζι,1700,Women,Ring,Haritidis,Gold 18ct.,White,5.7,"Diamond, Topaz",Blue Topaz 12.98ct & Diamond 0.45ct,,,,
Παιδική παραμάνα,75,Children,Safety pins,Haritidis,Gold 14ct.,Gold,0.8,,,20.5mm,,,
Παιδική παραμάνα,100,Children,Safety pins,Haritidis,Gold 14ct.,Gold,1.2,,,29mm,,,
Παιδική παραμάνα,90,Children,Safety pins,Haritidis,Gold 14ct.,Gold,1.1,,,27.5mm,,,
Παιδική παραμάνα,105,Children,Safety pins,Haritidis,Gold 14ct.,Gold,1.2,,,29mm,,,
Σταυρός με αμέθυστο,502,Women,Cross,Haritidis,Gold 18ct.,Gold,5.7,Amethyst,,33 x 22.5 mm,14.0,50.0,
Σταυρός με διαμάντια,450,Women,Cross,Haritidis,Gold 18ct.,Gold,1.2,Diamond,Diamonds 0.24ct,25 x 17.2 mm,18.0,45.0,
Σταυρός γυναικείος,520,Women,Cross,Haritidis,Gold 14ct.,White,5.3,,,40.5 x 27.6 mm,14.0,42.0,
Σταυρός διπλός με διαμάντια,1830,Women,Cross,Haritidis,Gold 18ct.,White,2.8,Diamond,Diamond 0.54ct,22 x 15.2 mm,18.0,40.0,
Σταυρός με διαμάντια,958,Women,Cross,Haritidis,Gold 18ct.,White,3.1,Diamond,Diamond 0.56ct,22.5 x 15.4 mm,18.0,40.0,
Kολιέ μπάρα,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.8,,,48mm,,36.0,
Kολιέ σταυρός,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.3,,,6.5 x 4.8mm,,40.0,
Kολιέ σταυρός,135,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1.3,,,7 x 4.8mm,,40.0,
Kολιέ σταυρός,130,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1.3,,,6.5 x 4.8mm,,40.0,
Kολιέ κορώνα-σταυρός,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.4,,,8.5 x 7.7mm,,40.0,
Σταυρός γυναικείος,350,Women,Cross,Haritidis,Gold 14ct.,Rose,3.5,,,23mm x 17mm,14.0,40.0,
Σταυρός ανδρικός,270,Men,Cross,Haritidis,Gold 14ct.,White,2.3,,,20mm x 13.5mm,14.0,50.0,
Σταυρός γυναικείος,340,Women,Cross,Haritidis,Gold 14ct.,White,3.5,,,24.5mm x 17.5mm,14.0,40.0,
Σταυρός ανδρικός,300,Men,Cross,Haritidis,Gold 14ct.,White,3.0,,,24.3mm x 16mm,14.0,50.0,
Σταυρός ανδρικός,355,Men,Cross,Haritidis,Gold 14ct.,White,3.8,,,23mm x 17mm,14.0,50.0,
Σταυρός γυναικείος,130,Women,Cross,Haritidis,Gold 14ct.,Rose,1.2,,,21mm x 16.7mm,14.0,45.0,
Σταυρός με διαμάντια,630,Women,Cross,Haritidis,Gold 18ct.,White,2.5,Diamond,Diamonds 1 x 0.05ct & 15 x 0.008ct,29.5mm X 19.5mm,18.0,45.0,
Diamond Cross Pendant,440,Women,Cross,Haritidis,Gold 18ct.,Gold,3.4,Diamond,Diamond 0.015ct,27.2 x 19.5 mm,18.0,45.0,
Kολιέ μπάρα,245,Women,Necklaces,Haritidis,Gold 14ct.,Rose,2.4,,,41mm,,36.0,
Kολιέ πέταλο,135,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1.3,,,5.4 x 5 mm,,40.0,
Kολιέ μπάρα,160,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1.8,,,48mm,,36.0,
Kολιέ σταυρός,125,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.2,,,5mm x 5mm,,40.0,
Δαχτυλίδι με διπλό μαργαριτάρι,900,Women,Ring,Haritidis,Gold 18ct.,White,11.8,Pearl,Pearl 6.5mm,,,,
Κολιέ μαργαριταρένιο,210,Women,Necklaces,Haritidis,Gold 14ct.,Gold,22.2,Pearl,Pearl 4.5mm,Length: 100cm,,,
Σκουλαρίκια με μαργαριτάρι,370,Women,Earrings,Haritidis,Gold 18ct.,White,4.5,Pearl,Pearl 12mm,,,,
Παιδική παραμάνα,135,Children,Safety pins,Haritidis,Gold 14ct.,Gold,1.4,,,27mm,,,
Κολιέ μάτι,195,Women,Necklaces,Haritidis,Gold 14ct.,Rose,2.7,,,,,42.0,9.0
Μαργαριταρένιο δαχτυλίδι,995,Women,Ring,Haritidis,Gold 18ct.,White,7.0,"Diamond, Pearl",Pearl 10.9mm & Diamond 0.12ct,,,,
Κολιέ γυναικείο,987,Women,Necklaces,Haritidis,Gold 14ct.,Gold,17.0,,,,,,
Σκουλαρίκια γυναικεία,560,Women,Earrings,Haritidis,Gold 14ct.,Gold,7.7,,,Length 39.3mm,,,
Σκουλαρίκια γυναικεία,380,Women,Earrings,Haritidis,Gold 14ct.,Gold,5.2,,,Length 35mm,,,
Σκουλαρίκια γυναικεία,425,Women,Earrings,Haritidis,Gold 14ct.,Gold,5.8,,,Length 70mm,,,
Μαργαριταρένιο δαχτυλίδι,830,Women,Ring,Haritidis,Gold 14ct.,Gold,8.6,Pearl,,,,,
Δαχτυλίδι με μαργαριτάρι,630,Women,Ring,Haritidis,Gold 14ct.,White,8.5,Pearl,Pearl 8.2mm,,,,
Μαργαριταρένιο δαχτυλίδι,500,Women,Ring,Haritidis,Gold 18ct.,White,5.1,Pearl,Pearl 7.5mm,,,,
Σκουλαρίκια γυναικεία,315,Women,Earrings,Haritidis,Gold 14ct.,Gold,3.6,,,,,,
Κολιέ γυναικείο,1500,Women,Necklaces,Haritidis,Gold 14ct.,Gold,19.9,,,,,,
Ταυτότητα,95,Children,Jewels ID,Haritidis,Gold 14ct.,Gold,,,,,,,
Βραχιόλι σταυρός,150,Women,Bracelet,Haritidis,Gold 14ct.,Gold,,,,,,,
Βραχιόλι mama,100,Women,Bracelet,Haritidis,Gold 14ct.,Gold,,,,,,,
Δαχτυλίδι με φίλντισι και διαμάντια,990,Women,Ring,Haritidis,Gold 18ct.,Gold,7.7,MOP,MOP & Diamond 0.04ct,,,,
Δαχτυλίδι με μαργαριτάρι,470,Women,Ring,Haritidis,Gold 18ct.,Gold,3.8,Pearl,Pearl 6 x 8 mm,,,,
Vitaly Sequoia Antiqued Steel,69,Men,Necklaces,Vitaly,Stainless Steel,,,,,,,86.0,
Vitaly Sequoia Matte Black,69,Men,Necklaces,Vitaly,Stainless Steel,,,,,,,86.0,
Vitaly Perlen Gold,59,Unisex,Bracelet,Vitaly,Stainless Steel,,,,,,,,
Vitaly Tzu Gold,69,Unisex,Bracelet,Vitaly,Stainless Steel,,,,,,,,
Vitaly Treo Matte Black,59,Women,Ring,Vitaly,Stainless Steel,,,,,,,,
Vitaly Treo Stainless Steel,59,Women,Ring,Vitaly,Stainless Steel,,,,,,,,
Vitaly Treo Rose Gold,59,Women,Ring,Vitaly,Stainless Steel,,,,,,,,
Vitaly Shapes Gold,59,Women,Ring,Vitaly,Stainless Steel,,,,,,,,
Σταυρός γυναικείος,420,Women,Cross,Haritidis,Gold 18ct.,Gold,3.1,Diamond,Diamond 0.015ct,22.5mm x 17mm,18.0,45.0,
Σταυρός γυναικείος,320,Women,Cross,Haritidis,Gold 14ct.,Gold,3.2,,,24mm x 18mm,,42.0,
Σταυρός ανδρικός,400,Men,Cross,Haritidis,Gold 14ct.,White,4.0,,,27mm x 18mm,14.0,50.0,
Σταυρός ανδρικός,400,Men,Cross,Haritidis,Gold 14ct.,White,4.0,,,27mm x 18mm,14.0,50.0,
Σκουλαρίκια με μαργαριτάρι,130,Women,Earrings,Haritidis,Gold 14ct.,Gold,1.9,Pearl,Pearl 7-7.5 mm,Diameter tie 13mm,,,
Σκουλαρίκια με μαργαριτάρι,180,Women,Earrings,Haritidis,Gold 14ct.,Gold,2.2,Pearl,Pearl 8 mm,Diameter tie 18mm,,,
Σκουλαρίκια με μαργαριτάρι,220,Women,Earrings,Haritidis,Gold 14ct.,Gold,2.9,Pearl,Pearl 6-6.5 & 8-8.5 mm,,,,
Μαργαριταρένιο δαχτυλίδι,290,Women,Ring,Haritidis,Gold 14ct.,Gold,3.8,Pearl,Pearl 8 & 11 mm,,,,
Κολιέ μαργαριταρένιο,200,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3.9,Pearl,Pearl 13mm,,,,
Βραχιόλι μαργαριταρένιο,210,Women,Bracelet,Haritidis,Gold 14ct.,Gold,,Pearl,Pearl 6-6.5mm,,,,
Κολιέ μαργαριταρένιο,600,Women,Necklaces,Haritidis,Gold 14ct.,Gold,30.9,Pearl,Pearl 7-7.5mm,45cm,,,
Κολιέ μαργαριταρένιο,550,Women,Necklaces,Haritidis,Gold 14ct.,Gold,30.8,Pearl,Pearl 7-7.5mm,45cm,,,
Κολιέ μάτι,265,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2.7,,,,,42.0,
Δαχτυλίδι μαργαριταρένιο,425,Women,Ring,Haritidis,Gold 14ct.,White,4.7,Pearl,Pearl 10.5mm,,,,
Κολιέ μαργαριταρένιο,430,Women,Necklaces,Haritidis,Gold 14ct.,White,4.3,Pearl,Pearl 11.5mm,,14.0,45.0,
Σκουλαρίκια με μαργαριτάρι,340,Women,Earrings,Haritidis,Gold 14ct.,Gold,3.6,Pearl,Pearl 5-5.5mm,,,,
Σκουλαρίκια με μαργαριτάρι,265,Women,Earrings,Haritidis,Gold 14ct.,White,2.8,Pearl,Pearl 8.5-9mm,,,,
Βραχιόλι παιδικό,120,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.4,,,,,,
Βραχιόλι παιδικό,115,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.1,,,,,,
Βραχιόλι παιδικό,105,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.1,,,,,,
Κολιέ V,221,Women,Necklaces,Haritidis,Gold 14ct.,White,2.0,,,,,40.0,
Βραχιόλι παιδικό,135,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.4,,,,,,
Βραχιόλι μαργαριταρένιο,291,Women,Bracelet,Haritidis,Gold 14ct.,Gold,,Pearl,F.W.P 8.5 mm,,,,
Βραχιόλι μαργαριταρένιο,180,Women,Bracelet,Haritidis,Gold 14ct.,Gold,,Pearl,FWP 7 mm,,,,
Βραχιόλι μαργαριταρένιο,175,Women,Bracelet,Haritidis,Gold 14ct.,White,,Pearl,FWP 6.5-7 mm,,,,
Kολιέ γρανάδα,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.2,Garnet,,,,40.0,7.0
Ροζέτα ρουμπίνι,2450,Women,Ring,Haritidis,Gold 18ct.,White,4.1,"Diamond, Rubin",Ruby 0.73ct & Diamond 0.2ct,,,,
Σταυρός γυναικείος,230,Women,Cross,Haritidis,Gold 18ct.,Rose,1.8,Rubin,Ruby 0.015ct,21.5mm x 15mm,18.0,45.0,
Μανικετόκουμπα Ascot,68,Men,Cuff links,Ascot,Stainless Steel,,,,,15.7 x 15.4 mm,,,
Μανικετόκουμπα Ascot,57,Men,Cuff links,Ascot,Stainless Steel,,,,,,,,
Μανικετόκουμπα Ascot,57,Men,Cuff links,Ascot,Stainless Steel,,,,,,,,
Μανικετόκουμπα Ascot,62,Men,Cuff links,Ascot,Stainless Steel,,,,,18.2 x 12.2 mm,,,
Κωνσταντινάτο,175,Children,Religious jewels,Haritidis,Gold 14ct.,Gold,1.8,,,,,,15.0
Στέφανα Γάμου,165,,,Haritidis,Silver,Gold,,,,,,,
Στέφανα Γάμου,200,,,Haritidis,Silver,Gold,,Pearl,Pearl 4mm,,,,
Στέφανα Γάμου,170,,,Haritidis,Silver,White,,,,,,,
Παναγία,145,Children,Religious jewels,Haritidis,Gold 14ct.,White & Gold,1.5,,,18.5 x 14.5 mm,,,
Κωνσταντινάτο,135,Children,Religious jewels,Haritidis,Gold 14ct.,White & Gold,1.3,,,,,,
Παιδικά Σκουλαρίκια,60,Children,Earrings,Haritidis,Gold 14ct.,White,0.7000000000000001,,,,,,
Παιδικά Σκουλαρίκια,90,Children,Earrings,Haritidis,Gold 14ct.,Gold,0.9,,,,,,
Βραχιόλι γυναικείο,680,Women,Bracelet,Haritidis,Gold 14ct.,Gold,8.7,,,,,,
Βραχιόλι γυναικείο,735,Women,Bracelet,Haritidis,Gold 14ct.,Gold,9.9,,,,,,
Βραχιόλι γυναικείο,860,Women,Bracelet,Haritidis,Gold 14ct.,White,11.2,,,,,,
Βραχιόλι γυναικείο,720,Women,Bracelet,Haritidis,Gold 14ct.,White,9.9,,,,,,
Βραχιόλι γυναικείο,720,Women,Bracelet,Haritidis,Gold 14ct.,White,9.5,,,,,,
Βραχιόλι γυναικείο,570,Women,Bracelet,Haritidis,Gold 14ct.,White & Gold,7.6,,,,,,
Βραχιόλι γυναικείο,1145,Women,Bracelet,Haritidis,Gold 18ct.,White,5.4,Diamond,Diamond 0.42ct,,,,
Βραχιόλι γυναικείο,455,Women,Bracelet,Haritidis,Gold 14ct.,Gold,5.7,,,,,,
Βραχιόλι γυναικείο,480,Women,Bracelet,Haritidis,Gold 14ct.,White,6.0,,,,,,
Βραχιόλι γυναικείο,650,Women,Bracelet,Haritidis,Gold 14ct.,White,8.9,,,,,,
Βραχιόλι γυναικείο,650,Women,Bracelet,Haritidis,Gold 14ct.,Gold,8.4,,,,,,
Βραχιόλι γυναικείο,500,Women,Bracelet,Haritidis,Gold 14ct.,White & Gold,6.5,,,,,,
Βραχιόλι ανδρικό,510,Men,Bracelet,Haritidis,Gold 14ct.,White,7.6,,,,,,
Βραχιόλι ανδρικό,1260,Men,Bracelet,Haritidis,Gold 14ct.,White,18.1,,,,,,
Βραχιόλι ανδρικό,820,Men,Bracelet,Haritidis,Gold 14ct.,White,11.1,,,,,,
Βραχιόλι ανδρικό,735,Men,Bracelet,Haritidis,Gold 14ct.,White,10.0,,,,,,
Βραχιόλι ανδρικό,1120,Men,Bracelet,Haritidis,Gold 14ct.,White,18.6,,,,,,
Βραχιόλι ανδρικό,1110,Men,Bracelet,Haritidis,Gold 14ct.,White & Gold,16.0,,,,,,
Βραχιόλι ανδρικό,620,Men,Bracelet,Haritidis,Gold 14ct.,Gold,9.5,,,,,,
Βραχιόλι ανδρικό,2300,Men,Bracelet,Haritidis,Gold 14ct.,White,38.7,,,,,,
Βραχιόλι ανδρικό,900,Men,Bracelet,Haritidis,Gold 14ct.,White & Gold,14.7,,,,,,
Βραχιόλι ανδρικό,2870,Men,Bracelet,Haritidis,Gold 14ct.,White & Gold,40.3,,,,,,
Βραχιόλι ανδρικό,1089,Men,Bracelet,Haritidis,Gold 14ct.,White & Gold,18.5,,,,,,
Βραχιόλι ανδρικό,1170,Men,Bracelet,Haritidis,Gold 14ct.,Gold,15.9,,,,,,
Βραχιόλι ανδρικό,1075,Men,Bracelet,Haritidis,Gold 14ct.,White & Gold,14.3,,,,,,
Βραχιόλι ανδρικό,1040,Men,Bracelet,Haritidis,Gold 14ct.,White,18.0,,,,,,
Βραχιόλι ανδρικό,1390,Men,Bracelet,Haritidis,Gold 14ct.,White,21.5,,,,,,
Κωνσταντινάτο,115,Children,Religious jewels,Haritidis,Gold 14ct.,Gold,1.4,,,11.8mm x 9.8mm,,,
Κωνσταντινάτο,115,Children,Religious jewels,Haritidis,Gold 14ct.,White,1.3,,,11.8mm x 9.8mm,,,
Σταυρός γυναικείος,300,Women,Cross,Haritidis,Gold 14ct.,Gold,3.4,,,26mm x 18mm,14.0,45.0,
Σταυρός ανδρικός,280,Men,Cross,Haritidis,Gold 14ct.,White & Gold,3.2,,,23.5mm x 17.7mm,14.0,50.0,
Σταυρός γυναικείος,390,Women,Cross,Haritidis,Gold 14ct.,Gold,3.8,,,25.5mm x 16.5mm,14.0,40.0,
Σταυρός γυναικείος,215,Women,Cross,Haritidis,Gold 14ct.,White,2.3,,,26mm x 17.5mm,14.0,40.0,
Σταυρός γυναικείος,323,Women,Cross,Haritidis,Gold 14ct.,Gold,3.9,,,27mm x 18mm,14.0,45.0,
Μαργαριταρένιο δαχτυλίδι,210,Women,Ring,Haritidis,Gold 14ct.,White,1.8,Pearl,Pearl 7.5mm,,,,
Σκουλαρίκια με μαργαριτάρι & διαμάντια,2400,Women,Earrings,Haritidis,Gold 18ct.,Rose,4.4,"Diamond, Pearl, Black Diamond",Pearl 9.5mm. Diamond 0.28ct. Black Diamond 0.31ct,,,,
Κολιέ με μαργαριτάρι & διαμάντια,2760,Women,Necklaces,Haritidis,Gold 18ct.,Rose,9.2,"Diamond, Pearl, Black Diamond",Pearl 9.5mm. Diamond 0.38ct. Black Diamond 0.51ct,,,,
Ταυτότητα,250,Children,Jewels ID,Haritidis,Gold 14ct.,Gold,2.5,,,,,,
Βραχιόλι παιδικό,105,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.1,,,,,,
Βραχιόλι μάτι-σταυρός,175,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1.7000000000000002,,,,,,
Βραχιόλι παιδικό,120,Children,Bracelet,Haritidis,Gold 14ct.,Gold,1.2,,,,,,
Σταυρός γυναικείος,280,Women,Cross,Haritidis,Gold 14ct.,White & Rose,2.7,,,28mm x 17.7mm,,40.0,
Κολιέ παιδικό,150,Children,Necklaces,Haritidis,Gold 14ct.,Gold,1.4,,,,,40.0,
Κολιέ παιδικό,135,Children,Necklaces,Haritidis,Gold 14ct.,Gold,1.2,,,,,40.0,
Κολιέ παιδικό,125,Children,Necklaces,Haritidis,Gold 14ct.,Gold,1.2,,,,,40.0,
Σταυρός γυναικείος,350,Women,Cross,Haritidis,Gold 14ct.,White & Rose,4.2,,,27mm x 18.5mm,,40.0,
Σταυρός γυναικείος,390,Women,Cross,Haritidis,Gold 14ct.,White & Rose,3.9,,,25mm x 15.5mm,,40.0,
Kολιέ μπλε τοπάζι,130,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1.1,Topaz,,,,40.0,7.0
