name,price,sex,jewel_type,brand,material,color,jewel_weight,rocks,rock_details,dimensions,chain_carat,chain_length,diameter
Δαχτυλίδι με σμαράγδι,1020,Women,Ring,Haritidis,Gold 18ct.,White,2.5,"Diamond, Emerald",Emerald 0.66ct & Diamond 0.20ct,,,,
Μονόπετρο Δαχτυλίδι,2900,Women,Ring,Haritidis,Gold 18ct.,White,3.2,Diamond,Diamond 0.55ct & Diamond 0.28ct,,,,
Μονόπετρο Δαχτυλίδι,2050,Women,Ring,Haritidis,Gold 18ct.,White,2.8,Diamond,Kent.Dress 0.35ct & Other Diamonds 0.33ct,,,,
Μονόπετρο Δαχτυλίδι,5500,Women,Ring,Haritidis,Gold 18ct.,White,2.4,Diamond,Qen.Drad 0.71ct & Other Diamonds 0.16ct,,,,
Βραχιόλι παιδικό,120,Children,Bracelet,Haritidis,Gold 14ct.,Rose,1.0,,,,,,
Φυλαχτό κωνσταντινάτο,80,Children,Religious jewels,Haritidis,Gold 14ct.,Gold,0.8,,,17.7mm x 14.95mm,,,
Μονόπετρο Δαχτυλίδι,1200,Women,Ring,Haritidis,Gold 18ct.,Gold,2.9,Diamond,Diamonds 0.34ct,,,,
Κολιέ σταυρός,120,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1.2,,,Length cross 16mm,,42.0,
Σταυρός γυναικείος,50,Women,Cross,Haritidis,Gold 14ct.,Rose,0.5,,,10 x 7 mm,14.0,40.0,
Κολιέ με ροζέτες,330,Women,Necklaces,Haritidis,Gold 14ct.,White,3.6,,,,,45.0,
Σκουλαρίκια γυναικεία,100,Women,Earrings,Haritidis,Gold 14ct.,White,1.1,,,,,,
Μονόπετρο Δαχτυλίδι,2000,Women,Ring,Haritidis,Gold 18ct.,White,2.8,Diamond,Kent.Dress 0.31ct & Other Diamonds 0.52ct,,,,
Βραχιόλι amore με διαμάντια,1820,Women,Bracelet,Haritidis,Gold 18ct.,Rose,4.7,Diamond,Diamonds 0.37ct,,,,
Βραχιόλι όνομα με διαμάντια,1780,Women,Bracelet,Haritidis,Gold 18ct.,Rose,4.6,Diamond,Diamonds 0.36ct,,,,
Κολιέ όνομα με διαμάντια,1760,Women,Necklaces,Haritidis,Gold 18ct.,Rose,5.5,Diamond,Diamonds 0.33ct,,,40.0,
Κολιέ όνομα με διαμάντια,1370,Women,Necklaces,Haritidis,Gold 18ct.,Rose,3.3,Diamond,Diamonds 0.30ct,,,40.0,
Κολιέ Love με διαμάντια,960,Women,Necklaces,Haritidis,Gold 18ct.,Rose,2.1,Diamond,Diamonds 0.20ct,,,38.0,
Κολιέ Dream με διαμάντια,1320,Women,Necklaces,Haritidis,Gold 18ct.,Rose,2.6,Diamond,Diamonds 0.31ct,,,38.0,
Βραχιόλι με διαμάντια,1100,Women,Bracelet,Haritidis,Gold 18ct.,Rose,3.8,Diamond,Diamonds 0.17ct,,,,
Βραχιόλι με διαμάντια,1450,Women,Bracelet,Haritidis,Gold 18ct.,Rose,4.1,Diamond,Diamonds 0.30ct,,,,
Βραχιόλι με διαμάντια,850,Women,Bracelet,Haritidis,Gold 18ct.,Rose,4.7,Diamond,Diamonds 0.03ct,,,,
Βραχιόλι χειροπέδα με διαμάντια,1900,Women,Bracelet,Haritidis,Gold 18ct.,Rose,10.4,Diamond,Diamonds 0.16ct,Width 4.1mm,,,
Σκουλαρίκια με διαμάντια,1020,Women,Earrings,Haritidis,Gold 18ct.,Rose,4.3,Diamond,Diamonds 0.12ct,Length 21.5mm,,,
Σκουλαρίκια με διαμάντια,980,Women,Earrings,Haritidis,Gold 18ct.,Rose,4.7,Diamond,Diamonds 0.06ct,Length 26.5mm,,,
Σκουλαρίκια με διαμάντια,2100,Women,Earrings,Haritidis,Gold 18ct.,Rose,3.9,Diamond,Diamonds 0.574ct,Length 30.3mm,,,
Σκουλαρίκια με διαμάντια,1450,Women,Earrings,Haritidis,Gold 18ct.,Rose,3.3,Diamond,Diamonds 0.38ct,,,,14.0
Σκουλαρίκια με διαμάντια,2550,Women,Earrings,Haritidis,Gold 18ct.,Rose,4.5,Diamond,Diamonds 0.714ct,Length 34mm,,,
Δαχτυλίδι με ροδολίτη,1660,Women,Ring,Haritidis,Gold 18ct.,Rose,5.3,Diamond,Rodolite 3.4ct & Diamond 0.14ct,,,,
Δαχτυλίδι με αμέθυστο,1400,Women,Ring,Haritidis,Gold 18ct.,Rose,5.1,"Amethyst, Diamond",Amethyst 2.5ct & Diamond 0.14ct,,,,
